"Orgnr","time","komnr","Adresse","lon","lat","Navn","kommune","fylke","folkemengde","innflytting","utflytting","netto_flytting","totsyss","pros_prim","pros_und","utdanning_kort","utdanning_lang","utdanning_komb","arbeidsledige","sykemld","nettoutgiftgrsk","nettoutgiftgrskinnby","nettoutgiftgrsktot","frieinnt","areal","antallelevertot","grpoeng","eleverN","grpoeng_g","eleverN_g","grpoeng_j","eleverN_j","nasjpr_engelsk","usikkerhet_engelsk","eleverN_engelsk","fritatt_engelsk","ikke.deltatt_engelsk","nasjpr_lesing","usikkerhet_lesing","eleverN_lesing","fritatt_lesing","ikke.deltatt_lesing","nasjpr_regning","usikkerhet_regning","eleverN_regning","fritatt_regning","ikke.deltatt_regning","grpst1","grpst2","grpstgammel","oppfyller","oppfyllerikke","spesialunder","andel_menn","andel_kvinner"
874065102,2012,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",19282,787,806,NA,10062,7.92089047903001,11.2104949314252,23.4,4.9,28.3,239,6.6,NA,NA,NA,996445,3849.45367050199,NA,39.1,154,36.9,78,41.4,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.71,15.2,27.59,4415,100,0,38.89,61.11
874065102,2013,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",19646,726,850,NA,9851,7.45102020099482,8.86204446249112,23.6,4.9,28.5,287,6.9,NA,NA,NA,1044664,3849.45367050199,NA,38.6,133,36.2,72,41.6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.37,14.9,27.82,4557,154,0,36.36,63.64
874065102,2014,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",19822,619,856,NA,10263,7.28831725616292,10.1140017538731,24,5.4,29.4,268,6.7,NA,NA,NA,1092200,3849.45367050199,NA,38.2,170,37.1,85,39.4,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.64,16.5,27.59,4193,100,0,38.46,61.54
874065102,2015,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",19898,806,889,NA,10070,6.90168818272095,10.7348560079444,24,5.8,29.8,229,6.6,20.8,12362,248444,1129229,3849.45367050199,2622,39.9,149,36.2,67,42.9,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,14.6,27.35,4105,600,0,36.54,63.46
874065102,2016,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",20097,797,806,NA,10382,6.90618377961857,10.2099788094779,24.5,6,30.5,196,6.3,19.5,11899,243280,1202040,3849.45367050199,2650,39.2,136,34.4,73,44.7,63,49,1.4,160,NA,NA,50,1.5,152,NA,NA,49,1.4,160,NA,NA,11.26,13,28.25,5260,100,0,28.57,71.43
874065102,2017,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",20446,716,755,NA,10503,7.14081690945444,10.1780443682757,24.8,6.3,31.1,190,6.5,18.2,11696,241349,1249594,3849.45367050199,2639,40.7,160,37.7,78,43.5,82,48,1.7,125,6.5,2.9,48,1.7,116,8,8,48,1.6,119,NA,NA,11.68,12.7,27.81,4615,471,0,32.08,67.92
874065102,2018,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",20635,650,811,NA,10663,7.22123229860265,9.77210916252462,25.2,6.4,31.6,226,5.7,17.9,12273,253625,1291051,3849.45367050199,2534,41.1,128,37.9,64,44.4,64,50,1.9,116,NA,4.5,50,1.7,112,NA,4.6,50,1.8,117,NA,NA,10.45,11.3,26.67,4664,460,0,34.69,65.31
874065102,2019,2012,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta (Utgått)","Finnmark",20665,741,785,NA,10808,7.43893412287195,9.77054034048853,25.6,6.5,32.1,217,6,17.6,12191,253433,1345052,3849.45367050199,2531,40.3,126,38.4,74,42.9,52,49,1.8,131,0,0,49,1.6,123,NA,NA,48,1.7,128,NA,NA,10.35,11.1,26.38,5280,164,0,36.54,63.46
874065102,2020,5403,"Skoleveien 20 9510 ALTA",23.293468,69.9728915,"Alta ungdomsskole","Alta","Troms og Finnmark",20789,720,854,NA,10895,7.76502983019734,9.92198256080771,25.7,6.7,32.4,353,6.9,17,12357,257612,1391461,3849.6,2524,40.8,130,37.7,71,44.6,59,47,1.6,146,3.9,1.3,47,1.5,137,4.7,2.7,47,1.5,145,3.9,1.9,12.25,13.4,26.94,4648,50,0,36,64
874551422,2007,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",9501,515,525,NA,NA,NA,NA,19.8,4.6,24.4,27,4.2,NA,NA,NA,279218,24.7083444040078,NA,37,57,36.5,30,37.6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.57,16.3,23.39,1955,0,620,13.85,86.15
874551422,2008,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",9622,574,485,89,3698,20.8220659816117,10.0324499729584,19.8,5,24.8,22,4.7,NA,NA,NA,298767,24.7083444040078,NA,39.3,56,36.8,27,41.7,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.44,20.6,23.41,1585,0,832,23.53,76.47
874551422,2009,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",9867,504,535,NA,3874,18.4563758389262,10.557563242127,20.3,5.1,25.4,68,5.6,NA,NA,NA,321265,24.7083444040078,NA,40.1,60,38.5,29,41.6,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.99,16.2,23.03,1864,0,392,23.53,76.47
874551422,2010,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",NA,557,633,NA,3758,16.1522086216072,10.6705694518361,20.7,5.2,25.9,86,4.5,NA,NA,NA,335243,24.7083444040078,NA,37.2,66,34.2,36,40.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.17,16.8,22.7,1772,77,494,14.75,85.25
874551422,2011,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",10061,731,636,95,3852,14.9532710280374,10.539979231568,21.2,5.4,26.6,63,4.5,NA,NA,NA,439062,24.7083444040078,NA,39.1,66,36.2,33,41.9,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.85,16.9,22.9,1720,0,382,15.15,84.85
874551422,2012,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",10265,569,611,NA,3595,7.28789986091794,11.432545201669,21.2,6,27.2,71,4,NA,NA,NA,475144,24.7083444040078,NA,41.3,60,40.6,33,42.1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.51,14.7,23.17,1736,0,178,13.85,86.15
874551422,2013,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",10397,545,631,NA,3671,7.27322255516208,10.8689730318714,21.1,6.1,27.2,85,3.8,NA,NA,NA,509901,24.7083444040078,NA,39.3,67,37.8,48,43.2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.55,16.9,23.4,1625,56,173,12.31,87.69
874551422,2014,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",10416,730,698,32,3730,7.61394101876676,11.2600536193029,21.4,6.7,28.1,104,4,NA,NA,NA,524799,24.7083444040078,NA,41.6,61,38.2,35,46.1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.73,16.2,23.23,1634,61,169,19.7,80.3
874551422,2015,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",10556,663,608,55,3553,6.86743596960315,11.2299465240642,21.9,7.1,29,226,4.1,24.3,12758,136987,536350,24.7083444040078,1483,41,69,36,32,45.4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.99,18.3,23.43,1651,0,235,17.14,82.86
874551422,2016,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",10737,657,628,29,3370,7.0919881305638,12.2255192878338,22.1,7.5,29.6,265,4.8,23,12696,138046,558380,24.7083444040078,1485,40.5,65,35.9,29,44.2,36,NA,NA,0,0,100,53,2,72,NA,NA,NA,NA,0,0,100,14.54,18.8,23.33,1716,0,496,21.21,78.79
874551422,2017,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",10873,542,529,13,3440,7.26744186046512,12.5290697674419,22.5,7.7,30.2,159,4.6,21.7,12811,140558,569116,24.7083444040078,1498,43,74,41.5,39,44.7,35,53,2.3,63,NA,NA,51,2.5,64,0,0,53,2.5,63,NA,NA,13.96,16.8,22.83,2060,26,93,20.63,79.37
874551422,2018,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",10972,562,584,NA,3410,7.12609970674487,11.7008797653959,22.9,8.1,31,126,4.7,21.1,12983,143506,599262,24.7083444040078,1504,41.2,62,39.4,36,43.5,26,49,2.5,61,NA,NA,51,2.5,60,NA,NA,50,2.7,61,NA,NA,15.78,18.6,22.2,1729,35,161,13.64,86.36
874551422,2019,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",11053,641,541,100,3513,7.54341019072018,11.4147452319954,23.2,8.1,31.3,122,4.3,20.8,12888,144604,627767,24.7083444040078,1531,41.6,64,40.9,33,42.4,31,53,1.7,81,0,0,53,2.2,80,NA,NA,55,2.2,79,NA,NA,16.22,18.1,22.67,1738,0,123,15.25,84.75
874551422,2020,1127,"Torvmyrveien 7 4070 RANDABERG",5.6232371,58.9998338,"Harestad skole","Randaberg","Rogaland",11221,592,568,24,3428,7.52625437572929,11.5519253208868,23.6,8.3,31.9,188,5.1,20.5,12991,146994,654757,24.7083444040078,1540,45.5,81,43.2,40,47.7,41,50,2.3,65,NA,NA,51,2.4,67,NA,NA,51,2.4,67,NA,NA,16.06,16.9,22.83,1702,0,69,14.75,85.25
874552372,2007,219,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308,"Ringstabekk skole","Bærum (Utgått)","Akershus",106932,5061,5482,NA,NA,NA,NA,29.9,15.8,45.7,396,4.5,NA,NA,NA,3514576,192.29470597221,NA,42.3,113,40.5,58,44.1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.36,22.8,28.07,2473,321,0,58.33,41.67
874552372,2008,219,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308,"Ringstabekk skole","Bærum (Utgått)","Akershus",108144,4993,4896,97,69168,3.35559796437659,4.90833911635438,30,16.2,46.2,572,4.7,NA,NA,NA,3861571,192.29470597221,NA,44,143,41.7,60,45.6,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.37,23.3,27.73,2548,252,0,58.33,41.67
874552372,2009,219,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308,"Ringstabekk skole","Bærum (Utgått)","Akershus",109700,5152,4892,260,68053,3.48551863988362,5.11072252509074,30.2,16.5,46.7,1183,4.6,NA,NA,NA,4027847,192.29470597221,NA,42.7,134,41.3,63,43.9,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.13,22.1,27.2,2726,55,0,50,50
874552372,2010,219,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308,"Ringstabekk skole","Bærum (Utgått)","Akershus",NA,5516,5143,373,69010,3.49369656571511,5.24706564266048,30.4,16.8,47.2,1214,4.2,NA,NA,NA,4259874,192.29470597221,NA,44,137,41.9,57,45.5,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.12,25.1,27.53,2364,70,0,48.48,51.52
874552372,2011,219,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308,"Ringstabekk skole","Bærum (Utgått)","Akershus",112789,5727,5613,114,70277,3.60003984233818,5.06282282965978,30.6,17.2,47.8,1004,4.1,NA,NA,NA,5320031,192.29470597221,NA,42.4,136,39.3,65,45.3,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.46,24.9,27.47,2471,155,0,43.75,56.25
874552372,2012,219,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308,"Ringstabekk skole","Bærum (Utgått)","Akershus",114489,6357,5690,667,69896,3.94443172713746,4.87009270916791,31.1,17.8,48.9,1045,3.9,NA,NA,NA,5765079,192.29470597221,NA,43.3,137,40.9,72,46,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.65,23.1,28.13,2551,271,0,42.42,57.58
874552372,2013,219,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308,"Ringstabekk skole","Bærum (Utgått)","Akershus",116677,6511,5860,651,70816,4.35918436511523,5.12172390420244,31.3,18.3,49.6,1168,3.8,NA,NA,NA,6062394,192.29470597221,NA,44,136,43.3,71,44.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.97,23.8,28.27,2619,189,0,36.84,63.16
874552372,2014,219,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308,"Ringstabekk skole","Bærum (Utgått)","Akershus",118588,6670,5859,811,73074,4.45438870186386,4.98672578482087,31.1,19.1,50.2,1211,3.7,NA,NA,NA,6377206,192.29470597221,NA,43.4,144,40.4,73,46.5,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.54,22.8,28.13,2735,142,0,29.41,70.59
874552372,2015,219,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308,"Ringstabekk skole","Bærum (Utgått)","Akershus",120685,7007,6100,907,71145,4.37838217724366,5.17956286457235,31.2,19.9,51.1,1331,3.6,18.8,9841,1203990,6680637,192.29470597221,15918,44.3,139,44.7,72,44,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.87,22.3,27.47,2787,122,0,30.3,69.7
874552372,2016,219,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308,"Ringstabekk skole","Bærum (Utgått)","Akershus",122348,6894,5854,1040,70887,3.98098381931807,5.274591956212,31.5,20.4,51.9,1246,3.6,18,9793,1214456,7252584,192.29470597221,16141,44.4,136,42.2,64,46.3,72,55,1.8,133,0,0.7,55,1.7,132,0,1.5,55,1.7,133,0,0.7,19.56,23.1,27.73,2799,35,0,28.57,71.43
874552372,2017,219,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308,"Ringstabekk skole","Bærum (Utgått)","Akershus",124008,7220,6396,824,70747,5.61719931587205,5.45182127864079,31.6,20.9,52.5,1209,3.7,17.7,10009,1255639,7565788,192.29470597221,16184,45.1,135,43.5,64,46.5,71,57,1.4,140,0,0,56,1.6,134,0,4.3,56,1.5,140,0,0,19.96,24.4,27.53,2723,35,0,33.33,66.67
874552372,2018,219,"Peiks vei 1 1356 BEKKESTUA",10.6009367,59.9184308,"Ringstabekk skole","Bærum (Utgått)","Akershus",125454,6959,6458,501,72452,5.3580301440954,5.32352454038536,31.8,21.3,53.1,1134,3.5,17.5,10420,1321663,7833413,192.29470597221,16181,45.1,141,44.3,70,46,71,55,1.5,131,NA,NA,57,1.4,131,NA,NA,56,1.5,128,0,NA,19.05,19.5,27.47,2864,17,0,30.56,69.44
874555762,2007,231,"Skolevegen 14 2390 MOELV",10.692926,60.9265866,"Stalberg skole","Skedsmo (Utgått)","Akershus",44577,3730,2955,775,NA,NA,NA,19.7,5.8,25.5,353,5.6,NA,NA,NA,1172505,77.0482409868628,NA,40.4,67,37,26,42.6,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.84,14.1,22.7,2137,169,0,40.91,59.09
874555762,2008,231,"Skolevegen 14 2390 MOELV",10.692926,60.9265866,"Stalberg skole","Skedsmo (Utgått)","Akershus",46146,3226,3308,NA,26024,0.464955425760836,6.57470027666769,20.1,5.8,25.9,438,5.5,NA,NA,NA,1269956,77.0482409868628,NA,41.2,96,39.8,47,42.6,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11.9,23.1,2605,134,0,47.83,52.17
874555762,2009,231,"Skolevegen 14 2390 MOELV",10.692926,60.9265866,"Stalberg skole","Skedsmo (Utgått)","Akershus",46668,3525,3125,400,25771,0.403554382833417,6.8837064917931,20.3,6.1,26.4,696,6,NA,NA,NA,1419747,77.0482409868628,NA,39.7,68,39.1,28,40.1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.09,11.8,24.11,2134,417,0,30.43,69.57
874555762,2010,231,"Skolevegen 14 2390 MOELV",10.692926,60.9265866,"Stalberg skole","Skedsmo (Utgått)","Akershus",NA,3721,3403,318,26197,0.45425048669695,6.96644653968012,20.6,6.3,26.9,798,5.2,NA,NA,NA,1517896,77.0482409868628,NA,39.3,83,37.6,46,41.5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.57,15.6,26.22,1893,233,0,36.36,63.64
874555762,2011,231,"Skolevegen 14 2390 MOELV",10.692926,60.9265866,"Stalberg skole","Skedsmo (Utgått)","Akershus",48752,3716,3495,221,26719,0.336838953553651,7.01373554399491,21,6.6,27.6,708,5,NA,NA,NA,1937479,77.0482409868628,NA,41.1,71,40.1,32,41.9,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.88,17.9,26.22,1723,98,0,47.62,52.38
874555762,2012,231,"Skolevegen 14 2390 MOELV",10.692926,60.9265866,"Stalberg skole","Skedsmo (Utgått)","Akershus",49698,3771,3637,134,27788,0.316683460486541,6.68633942709083,21.3,7,28.3,653,4.7,NA,NA,NA,2123258,77.0482409868628,NA,40,84,38.1,49,42.6,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.79,18.7,26.5,1914,43,0,52,48
874555762,2013,231,"Skolevegen 14 2390 MOELV",10.692926,60.9265866,"Stalberg skole","Skedsmo (Utgått)","Akershus",50532,3892,3755,137,27824,0.305491661874641,6.75675675675676,21.6,7.2,28.8,719,4.9,NA,NA,NA,2248604,77.0482409868628,NA,43.5,86,43.8,36,43.2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.51,19.7,25.27,1888,98,0,58.33,41.67
874558532,2007,1865,"Vinje 8314 GIMSØYSAND",7.7647757,59.889972,"Gimsøy skole","Vågan","Nordland",8992,300,423,NA,NA,NA,NA,15.7,2.4,18.1,106,5.5,NA,NA,NA,275006,478.794746374591,NA,34.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24,6.4,8.67,128,0,15,25,75
874559512,2007,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.407428084059,NA,38.7,24,39.2,13,38.1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.71,15.3,17.5,722,56,114,24,76
874559512,2008,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.407428084059,NA,39.5,20,36.6,9,41.9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,13.9,17.3,733,19,138,26.09,73.91
874559512,2009,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.407428084059,NA,39.9,19,36.8,11,44.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,15.9,18,830,92,183,29.17,70.83
874559512,2010,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.407428084059,NA,38.8,21,38.5,10,39.1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.95,14.1,17.3,746,96,153,28,72
874559512,2011,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.407428084059,NA,41.7,20,41,10,42.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.59,13,17.6,916,100,46,26.92,73.08
874559512,2012,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.407428084059,NA,39.1,27,31.4,10,43.7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.38,14.2,16.09,764,0,89,28.57,71.43
874559512,2013,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.407428084059,NA,40.2,30,38.6,19,43,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.52,13.1,15.36,821,0,83,27.27,72.73
874559512,2014,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.407428084059,NA,39.6,19,38.1,10,41.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,12.8,17.56,704,0,59,28.57,71.43
874559512,2015,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.407428084059,NA,36.3,25,32.6,15,41.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.13,15.7,16.89,640,0,94,28.57,71.43
874559512,2016,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.407428084059,NA,37.8,21,34.8,10,40.5,11,52,4.9,15,NA,NA,50,3.9,15,NA,NA,52,4.9,15,NA,NA,10.74,14.6,18.63,696,0,124,28.57,71.43
874559512,2017,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.407428084059,NA,38.8,14,35.2,7,42.4,7,48,3.3,24,0,11.1,49,3.8,26,NA,NA,51,3.7,26,NA,NA,11.35,14.1,17.88,678,0,82,33.33,66.67
874559512,2018,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",16424,832,818,14,5162,4.88182874854707,11.8558698179,19.6,5,24.6,148,5,21,11430,189311,875603,694.407428084059,2141,41.5,29,39.5,19,45.2,10,48,5.6,14,0,0,49,4.3,14,NA,0,49,5.5,14,0,0,12.27,14.3,17.67,673,0,35,38.89,61.11
874559512,2019,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",16562,858,783,75,5193,4.54457924128635,11.4962449451184,19.5,5,24.5,147,5.5,20.8,11917,199399,924938,694.407428084059,2126,43.2,12,41.8,6,44.6,6,50,2.9,28,NA,NA,52,3.3,29,NA,0,50,3.6,29,NA,NA,13.09,15.7,19.38,613,0,42,35.29,64.71
874559512,2020,5028," 7212 KORSVEGEN",10.0992989,63.1610613,"Eid skole og barnehage","Melhus","Trøndelag",16733,922,813,109,5229,4.58978772231784,11.8187033849684,19.8,5.2,25,239,5.5,20.2,11642,197312,963632,694.407428084059,2152,41.2,27,33,13,48.9,14,47,4.2,20,NA,NA,50,3.2,20,NA,NA,48,3.5,21,0,4.5,12.94,15.4,20.75,629,0,93,38.89,61.11
874560502,2007,2028,"Skolegata 62 9990 BÅTSFJORD",29.706379,70.6330864,"Båtsfjord skole","Båtsfjord (Utgått)","Finnmark",2113,70,108,NA,NA,NA,NA,9.6,1.8,11.4,93,6.7,NA,NA,NA,100718,1434.21679303826,NA,35.9,24,32.6,14,40.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.02,16.2,18.89,878,13,218,43.48,56.52
874560502,2008,2028,"Skolegata 62 9990 BÅTSFJORD",29.706379,70.6330864,"Båtsfjord skole","Båtsfjord (Utgått)","Finnmark",2090,51,84,NA,1018,10.8055009823183,6.38506876227898,9.9,2,11.9,50,8.1,NA,NA,NA,106644,1434.21679303826,NA,34.2,32,32.1,21,38.3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.88,14.5,20.63,921,4,186,36,64
874560502,2009,2028,"Skolegata 62 9990 BÅTSFJORD",29.706379,70.6330864,"Båtsfjord skole","Båtsfjord (Utgått)","Finnmark",2074,66,96,NA,1014,11.1439842209073,5.91715976331361,10.3,1.7,12,46,7,NA,NA,NA,110040,1434.21679303826,NA,40.5,30,38,11,41.9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.22,14,18.44,765,217,227,30,70
874560502,2010,2028,"Skolegata 62 9990 BÅTSFJORD",29.706379,70.6330864,"Båtsfjord skole","Båtsfjord (Utgått)","Finnmark",NA,54,99,NA,1026,10.5263157894737,5.65302144249513,10.9,1.9,12.8,55,8.1,NA,NA,NA,106832,1434.21679303826,NA,39.7,19,34.1,12,49.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.03,12.5,17.44,896,25,223,27.59,72.41
